DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,clean
15784,56,320,7220,596,4096,6,9,4,6,1048,262144,1.0
59136,28,0,84864,87,57344,0,8,6,4,147556,1048576,0.0
5968,28,33088,1113152,1444,4096,6,9,4,6,2744,262144,1.0
4144,28,320,174528,1412,221624,6,10,7,6,19584,262144,1.0
0,0,0,183264,233,151552,0,7,5,4,1440,1048576,0.0
4672,28,320,56608,164,4096,6,9,4,6,3536,262144,1.0
4704,28,320,55344,166,4096,6,9,4,6,161968,262144,1.0
0,0,0,0,0,0,0,2,3,4,240,1048576,0.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
4656,28,320,61680,165,4096,6,9,4,6,60792,262144,1.0
345888,28,0,0,0,344064,0,7,4,4,877720,1048576,0.0
0,0,33024,0,0,12288,0,10,4,5,195128,1048576,0.0
4384,28,320,45360,53,4096,6,9,4,6,1040,262144,1.0
181336,56,320,168028,7766,4096,6,9,4,6,2128,262144,1.0
4960,28,320,291120,1907,4096,6,9,5,6,1304,262144,1.0
4832,28,320,88096,173,4096,6,9,4,6,184280,262144,1.0
0,0,0,0,0,0,5,4,3,4,0,1048576,0.0
4304,28,320,15232,165,4096,6,9,5,6,1072,262144,1.0
0,0,0,0,0,20480,0,7,4,4,0,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1280,262144,1.0
8304,28,1344,10048,116,8192,6,9,5,6,1064,262144,1.0
6928,28,1344,6800,113,0,6,9,3,6,1048,262144,1.0
150952,56,320,46688,110,4096,6,9,4,6,1280,262144,1.0
0,0,0,0,0,32768,3,6,4,4,20000,1048576,0.0
4704,28,320,113376,153,4096,6,9,4,6,31944,262144,1.0
4368,28,1344,23232,72,4096,6,9,4,6,1296,262144,1.0
0,0,0,0,0,0,0,2,3,4,117968,1048576,0.0
5456,28,33088,0,0,4096,6,9,4,6,3304,262144,1.0
4416,28,320,26240,116,4096,6,9,4,6,274464,262144,1.0
0,0,34048,0,0,135468,0,10,2,5,0,1048576,0.0
4448,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
4352,28,320,16592,90,4096,6,9,4,6,1088,262144,1.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
0,0,0,0,0,12288,0,6,4,4,102400,1048576,0.0
0,0,0,0,0,0,0,2,10,4,99840,1048576,0.0
542256,56,320,538936,189,4096,6,9,4,6,1080,262144,1.0
4896,28,320,116336,183,4096,6,9,4,6,452920,262144,1.0
360804,56,320,15136,2775,4096,6,9,4,6,1304,262144,1.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
4240,28,320,8800,112,4096,6,9,4,6,1000,262144,1.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
114276,56,320,6328,1632,4096,6,9,4,6,1304,262144,1.0
189748,56,320,13532,796,4096,6,9,4,6,211080,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
5008,28,320,302928,165,4096,6,9,4,6,135296,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,5,4,3,4,0,1048576,0.0
0,0,0,0,0,0,0,2,8,1,22016,1048576,0.0
0,0,0,0,0,16384,0,6,3,4,10880,1048576,0.0
7664,28,1344,7568,82,0,6,9,3,6,1064,262144,1.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
4784,28,33088,0,0,4096,6,9,4,6,5376,262144,1.0
0,0,0,0,0,4096,1,6,3,4,1040,1048576,0.0
0,0,0,0,0,127584,1,2,9,4,1479216,2097152,0.0
88168,56,320,12556,114,4096,6,9,4,6,1328,262144,1.0
4608,28,320,56528,571,4096,6,9,4,6,1336,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
29564,56,64,0,0,4096,0,7,5,4,1408,1048576,0.0
406576,28,0,448496,1727,405504,4,5,5,4,301312,1048576,1.0
5776,28,320,356608,164,4096,6,9,4,6,792144,262144,1.0
0,0,1344,0,0,0,6,9,1,6,12624744,262144,1.0
0,0,0,0,0,180224,0,6,4,4,9552,1048576,0.0
535952,56,320,24004,800,4096,6,9,4,6,3088,262144,1.0
0,0,0,0,0,0,0,1,4,1,17498,4096,0.0
0,0,32768,0,0,32768,6,6,5,4,3896,1048576,0.0
7408,28,1344,7328,79,0,6,9,3,6,1016,262144,1.0
0,0,0,0,0,0,5,5,3,4,0,1048576,0.0
0,0,0,0,0,20480,5,5,4,4,0,1048576,0.0
0,0,0,0,0,499712,0,5,4,4,4444,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
0,0,0,0,0,0,1,2,6,4,516,2097152,0.0
4688,28,33088,0,0,4096,6,9,4,6,5024,262144,1.0
0,0,0,0,0,0,0,2,8,1,13312,1048576,0.0
95860,56,320,5568,4077,4096,6,9,4,6,19520,262144,1.0
4496,28,320,133584,139,4096,6,9,4,6,972376,262144,1.0
0,0,0,0,0,0,0,2,8,4,5120,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1296584,262144,1.0
0,0,0,0,0,28672,0,6,4,4,8700,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
4656,28,320,62336,163,4096,6,9,4,6,1888,262144,1.0
308960,56,320,299604,1243,4096,6,9,4,6,1136,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,0,6,3,4,524,1048576,0.0
4144,28,33088,0,0,463520,6,10,5,6,34416,262144,1.0
0,0,0,0,0,4096,1,6,3,4,68852,1048576,0.0
90848,56,33088,11596,56,4096,6,9,4,6,32216,1048576,1.0
0,0,0,0,0,16384,0,5,4,4,6256,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
23809,28,0,0,0,16640,0,6,4,4,11438,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
489712,56,320,5296,8672,4096,6,9,5,6,468792,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,1024,1048576,0.0
615152,56,320,605380,211,4096,21315,9,4,6,1400,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4528,28,320,3323232,354,3334984,6,10,5,6,1280,262144,1.0
4912,28,34816,0,0,4096,5,6,3,5,28672,262144,0.0
9868,56,320,0,0,4096,6,9,4,6,1104,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
0,0,0,0,0,4096,8,6,3,4,100648,1048576,0.0
0,0,0,0,0,0,5,6,3,4,0,1048576,0.0
0,0,0,0,0,12288,0,7,4,4,11304,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,4980272,262144,1.0
97656,56,320,93704,224,4096,6,9,4,6,2840,262144,1.0
4416,28,32768,0,0,4096,5,7,3,5,53248,262144,0.0
0,0,34112,0,0,8192,0,11,3,4,1472,1048576,0.0
0,0,0,0,0,20480,0,7,4,4,0,1048576,0.0
0,0,0,0,0,12288,0,6,4,4,16,1048576,0.0
0,0,34112,0,0,8192,0,48,3,4,4352,1048576,0.0
4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,1.0
4128,28,320,991536,1133,1057384,6,10,5,6,1016,262144,1.0
4496,28,33088,0,0,4096,6,9,4,6,2376,262144,1.0
0,0,33536,0,0,0,0,10,3,5,6080,1048576,0.0
5056,28,320,279472,144,4096,6,9,4,6,1048,262144,1.0
4096,28,1344,4192,1025,0,6,10,3,6,1016,262144,1.0
4496,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
0,0,34112,0,0,8192,0,11,3,4,1800,1048576,0.0
0,0,32768,0,0,0,0,8,3,4,167936,4194304,0.0
0,0,0,0,0,16384,0,4,4,4,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,4096,7,6,3,4,17836,1048576,0.0
0,0,0,0,0,16384,0,4,4,4,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4336,28,320,14064,128,4096,6,9,4,6,1072,262144,1.0
53376,28,1024,0,0,53248,6,9,6,6,1032,262144,1.0
4528,28,320,3093696,79,4096,6,9,4,6,1088,262144,1.0
110784,28,0,0,0,110592,6,9,6,6,1120,262144,1.0
156576,28,32768,0,0,155648,0,9,4,5,1856,1048576,0.0
0,0,0,0,0,0,5,6,3,4,0,1048576,0.0
5248,28,320,92864,172,4096,6,9,4,6,438152,262144,1.0
7840,56,320,4192,79,4096,6,9,4,6,1064,262144,1.0
4384,28,320,22720,701,4096,6,9,4,6,992,262144,1.0
4416,28,33088,0,0,4096,6,9,4,6,2624,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
0,0,0,0,0,0,0,2,8,4,5120,1048576,0.0
377344,56,320,9456,842,4096,6,9,5,6,373600,262144,1.0
80760,56,320,6092,126,4096,6,9,4,6,67920,262144,1.0
4480,28,320,48608,93,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,4096,1,6,3,4,14306,1048576,0.0
4448,28,320,286384,56,4096,6,9,4,6,1008,262144,1.0
4720,28,320,80912,209,4096,6,9,4,6,1312,262144,1.0
4560,28,32768,0,0,4096,6,9,5,6,409992,262144,0.0
0,0,33088,0,0,69632,0,12,5,5,215600,1048576,0.0
0,0,0,271600,239,176128,0,6,4,4,0,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
188864,28,320,230816,950,188416,0,10,5,5,1328,1048576,0.0
4096,28,1344,4240,155,0,6,9,3,6,1008,262144,1.0
6464,28,33088,0,0,4096,8,8,4,5,2100,1048576,1.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
5824,28,320,116704,1636,4096,6,9,4,6,419160,262144,1.0
4384,28,320,42944,167,4096,6,9,4,6,1056,262144,1.0
0,0,33088,0,0,8192,0,10,5,5,115756,1048576,0.0
4640,28,320,53328,1471,4096,6,9,4,6,1312,262144,1.0
345888,28,0,0,0,344064,0,7,4,4,877720,1048576,0.0
0,0,0,0,0,499712,0,5,4,4,4444,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,0,0,6,6,4,2880,1048576,0.0
41344,28,0,0,0,0,0,7,8,4,1376,1048576,0.0
5120,28,320,113824,120,4096,6,9,4,6,1048,262144,1.0
421004,56,320,81496,147,4096,6,9,4,6,42640,262144,1.0
5584,28,320,241920,163,4096,6,9,4,6,133240,262144,1.0
4288,28,320,8800,163,4096,6,9,5,6,1032,262144,1.0
193516,56,320,5364,536,4096,6,9,4,6,238584,262144,1.0
0,0,33024,0,0,94208,0,10,3,5,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
6800,28,1344,6704,82,0,6,9,3,6,1064,262144,1.0
4096,28,1344,4352,1459,0,6,9,3,6,1008,262144,1.0
0,0,1344,0,0,0,6,9,1,6,4615480,262144,1.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
85912,56,320,5864,762,4096,6,9,4,6,4240,262144,1.0
49116,56,320,5764,91,4096,6,9,4,6,1304,262144,1.0
0,0,32768,0,0,8192,0,11,5,5,244776,1048576,0.0
4752,28,320,93584,164,4096,6,9,4,6,3448,262144,1.0
0,0,0,0,0,12288,0,6,4,4,10656,1048576,0.0
4160,28,320,168000,165,184320,6,11,5,6,2688,262144,1.0
0,0,0,0,0,16384,0,5,4,4,18968,1048576,0.0
0,0,0,0,0,49152,0,7,4,4,76736,1048576,0.0
4912,28,320,155840,110,4096,6,9,4,6,21408,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,0,0,2,2,4,5120,1048576,0.0
0,0,0,0,0,20480,0,4,4,4,0,1048576,0.0
4784,28,320,87712,2608,4096,6,9,4,6,984,262144,1.0
6432,28,320,259584,194,4096,6,9,5,6,386336,262144,1.0
4640,28,320,46832,167,4096,6,9,4,6,86336,262144,1.0
0,0,0,0,0,12288,0,6,4,4,16,1048576,0.0
0,0,0,0,0,0,1,2,5,4,0,2097152,0.0
135748,56,320,131924,168,4096,6,9,4,6,6624,262144,1.0
0,0,0,0,0,16384,0,6,3,4,10880,1048576,0.0
0,0,33088,0,0,0,0,12,3,5,968,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
4816,28,320,67152,77,4096,6,9,4,6,135072,262144,1.0
26768,28,0,0,0,24576,0,6,4,4,22474,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
4560,28,33088,0,0,4096,6,9,4,6,2104,262144,1.0
4256,28,320,10208,155,4096,6,9,4,6,1304,262144,1.0
4144,28,1024,20480,250,4096,6,9,6,6,1008,262144,1.0
4416,28,33088,0,0,4096,6,9,4,6,182416,262144,1.0
72720,56,320,68968,107,4096,6,9,4,6,1280,262144,1.0
0,0,0,0,0,0,0,2,8,4,5120,1048576,0.0
0,0,0,0,0,12288,0,6,4,4,102400,1048576,0.0
0,0,0,301744,37514,348160,4,5,7,4,1864,1048576,0.0
203968,56,33088,0,0,4096,6,9,5,6,34472,262144,1.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
5072,28,33088,0,0,4096,6,9,4,6,67376,262144,1.0
16980,56,320,14496,170,4096,6,9,4,6,1040,262144,1.0
0,0,0,0,0,17576,0,6,7,4,0,1048576,0.0
4368,28,33088,0,0,4096,6,9,4,6,2088,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
46332,56,320,4360,160,4096,6,9,4,6,1880,262144,1.0
0,0,1344,0,0,0,6,9,1,6,9052816,262144,1.0
4464,28,33088,0,0,4096,6,9,4,6,2048,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4096,28,1344,4192,332,0,6,10,3,6,1016,262144,1.0
131872,28,33088,0,0,131072,0,10,5,5,1104,1048576,0.0
0,0,0,0,0,143360,0,6,4,4,9824,1048576,0.0
5024,28,320,280448,163,4096,6,9,4,6,39344,262144,1.0
4352,28,320,16928,165,4096,6,9,4,6,1448,262144,1.0
4128,28,32768,0,0,4096,5,7,2,5,24576,262144,0.0
0,0,1344,0,0,0,10,11,1,6,57056,1048576,1.0
5936,28,33088,0,0,4096,6,9,4,6,75632,262144,1.0
4448,28,320,25248,160,4096,6,9,4,6,1848,262144,1.0
37808,56,320,4968,2029,4096,6,9,4,6,1088,262144,1.0
4672,28,33088,0,0,4096,6,9,4,6,1288,262144,1.0
7696,28,1344,7488,198,0,6,9,3,6,1104,262144,1.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
5296,28,320,999200,159,4096,6,9,4,6,1000,262144,1.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
4288,28,33088,0,0,4096,6,9,4,6,2680,262144,1.0
4096,28,320,33584,50,78056,6,10,5,6,6648,262144,1.0
66872,56,320,62916,1117,4096,6,9,4,6,1048,262144,1.0
0,0,0,90112,4026,0,0,5,7,4,512,1048576,0.0
4336,28,320,29504,701,4096,6,9,5,6,992,262144,1.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4272,28,320,9392,66,4096,6,9,4,6,1000,262144,1.0
0,0,0,0,0,20480,8,6,4,4,23904,1048576,0.0
4656,28,320,211136,106,4096,6,9,4,6,56912,262144,1.0
0,0,0,0,0,0,1,2,5,4,0,2097152,0.0
4496,28,33088,0,0,4096,6,9,4,6,2048,262144,1.0
7520,28,1344,7424,82,0,6,9,3,6,1040,262144,1.0
131872,28,33088,0,0,131072,0,10,5,5,1104,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1808040,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
0,0,0,0,0,17468,0,5,3,4,0,1048576,0.0
0,0,1344,0,0,0,6,11,1,6,47688,262144,1.0
4528,28,320,3093680,79,4096,6,9,4,6,1088,262144,1.0
0,0,1344,0,0,0,6,9,1,6,6780480,262144,1.0
0,0,32832,0,0,0,0,12,3,5,66516,4194304,0.0
7248,28,1344,7168,80,0,6,9,3,6,1032,262144,1.0
4144,28,320,329248,1539,541272,6,10,5,6,984,262144,1.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
4096,28,1344,4192,8504,0,6,10,2,6,1016,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4416,28,33088,0,0,4096,6,9,4,6,2024,262144,1.0
0,0,33088,0,0,8192,0,11,5,5,480,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,7080,262144,1.0
4528,28,320,3452624,79,4096,6,9,4,6,1088,262144,1.0
4192,28,320,1161520,5699,1180596,6,10,6,6,1056,262144,1.0
241840,56,33088,0,0,4096,6,9,4,6,20432,262144,1.0
813668,56,320,371972,160,4096,6,9,5,6,1064,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,13264,69,12288,0,6,4,4,12996,1048576,0.0
151080,56,320,140708,4362,4096,6,9,4,6,1056,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
4528,28,320,52592,160,4096,6,9,4,6,960,262144,1.0
285088,56,320,5540,163,4096,6,9,5,6,82096,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1736,262144,1.0
0,0,0,0,0,88872,0,2,4,4,0,1048576,0.0
0,0,33088,0,0,241664,0,10,5,5,17600,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
209596,56,320,5260,5409,4096,6,9,4,6,1032,262144,1.0
333552,28,0,0,0,331776,0,7,4,4,627336,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
22280,56,320,19680,80,4096,6,9,4,6,976,262144,1.0
33088,28,0,0,0,32768,0,8,5,4,1780,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,0,0,0,17566,0,6,8,4,0,1048576,0.0
0,0,0,0,0,0,0,2,8,4,347816,1048576,0.0
45408,28,33088,0,0,45056,0,9,6,5,448,1048576,0.0
5632,28,320,399552,274,4096,6,9,5,6,530264,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4560,28,320,35456,78,4096,6,9,4,6,1888,262144,1.0
4544,28,33088,0,0,4096,6,9,4,6,2032,262144,1.0
1582912,56,320,515980,191,4096,6,9,5,6,320872,262144,1.0
0,0,0,0,0,12288,0,6,4,4,16,1048576,0.0
0,0,33024,0,0,0,0,10,3,5,14536,1048576,0.0
0,0,0,0,0,20480,5,0,4,4,0,1048576,0.0
0,0,0,1974272,29704,0,0,5,3,4,2768,1048576,0.0
0,0,0,0,0,0,0,8,3,4,1820,1048576,0.0
0,0,32768,0,0,151552,0,9,5,5,1660,1048576,0.0
929200,56,320,31636,4865,4096,6,9,4,6,137072,262144,1.0
0,0,0,0,0,290816,0,6,4,4,25672,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4816,28,320,249504,137,4096,6,9,4,6,2200,262144,1.0
0,0,1344,0,0,0,6,9,1,6,1352,262144,1.0
0,0,0,183264,233,151552,0,7,5,4,1440,1048576,0.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
49632,28,0,0,0,49152,0,6,4,4,1992,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,1712,1048576,0.0
4496,28,320,54512,1814,4096,6,9,4,6,1032,262144,1.0
4592,28,320,312480,115,4096,0,8,4,4,904,1048576,1.0
4496,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
7328,28,1344,7248,80,0,6,9,3,6,1040,262144,1.0
4784,28,33088,0,0,4096,6,9,4,6,2064,262144,1.0
136528,56,320,131152,839,4096,6,9,4,6,178184,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,122880,1796,0,0,2,6,4,16000,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4448,28,320,32368,209,4096,6,9,4,6,1080,262144,1.0
0,0,0,0,0,4096,7,6,3,4,2328,1048576,0.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
1041584,56,320,5292,621,4096,8,9,4,5,33292,1048576,1.0
4688,28,33088,0,0,4096,6,9,4,6,2056,262144,1.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
4368,28,320,12512,337,4096,6,9,4,6,1032,262144,1.0
126464,56,320,122524,217,4096,6,9,4,6,5480,262144,1.0
4624,28,320,43680,1624,4096,6,9,4,6,2000,262144,1.0
0,0,0,29632,68,28672,0,6,4,4,1136,1048576,0.0
4480,28,320,47664,626,4096,6,9,4,6,1040,262144,1.0
0,0,34112,0,0,32768,6,6,5,4,19568,1048576,0.0
241944,56,320,236408,177,4096,6,9,4,6,4336,262144,1.0
296208,56,320,4672,19336,4096,6,9,4,6,984,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4608,28,320,41136,161,4096,6,9,4,6,2688,262144,1.0
759840,56,320,757652,189,4096,6,9,6,6,1096,262144,1.0
4384,28,320,22352,1690,4096,6,9,4,6,1032,262144,1.0
0,0,32768,0,0,32768,0,9,4,5,146460,1048576,0.0
12368,28,1024,0,0,12288,6,9,6,6,1008,262144,1.0
41352,56,33088,6400,645,4096,6,9,4,6,2016,1048576,1.0
70176,56,320,4568,245,4096,6,9,4,6,6936,262144,1.0
358392,56,320,350244,172,4096,21315,9,8,6,1776,262144,1.0
0,0,0,0,0,37160,0,2,5,1,2048,4096,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
40284,56,1344,4648,107,4096,6,9,4,6,1048,262144,1.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
0,0,0,0,0,0,4,5,3,4,0,1048576,0.0
224584,56,320,78968,61,4096,6,9,4,6,9016,262144,1.0
0,0,0,0,0,0,4,4,3,4,0,1048576,0.0
4352,28,320,20784,192,4096,6,9,4,6,1032,262144,1.0
1021764,56,320,15128,28050,4096,6,9,4,6,42168,262144,1.0
4368,28,320,15008,83,4096,6,9,4,6,1336,262144,1.0
5072,28,320,139696,580,4096,6,9,4,6,1056,262144,1.0
4528,28,320,3093680,79,4096,6,9,4,6,1088,262144,1.0
940308,56,320,152116,110,4096,6,9,4,6,18760,262144,1.0
0,0,0,0,0,20480,4,0,4,4,0,1048576,0.0
4096,28,320,4976,320,12384,6,10,5,6,1064,262144,1.0
16192,56,320,5388,1038,4096,6,9,4,6,1048,262144,1.0
687732,56,320,25268,2220,4096,6,9,4,6,622864,262144,1.0
6712,56,1344,4096,2614,0,6,9,2,6,1000,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4416,28,33088,0,0,4096,6,9,4,6,2216,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,33088,0,0,69632,0,12,5,5,215552,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1984,262144,1.0
532216,56,320,70636,476,4096,6,9,4,6,38936,262144,1.0
66544,28,320,0,0,65536,0,8,5,4,98704,1048576,0.0
0,0,0,0,0,0,1,2,6,4,516,2097152,0.0
0,0,0,0,0,17464,0,5,3,4,0,1048576,0.0
0,0,0,0,0,0,4,6,3,4,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
40716,56,320,4316,573,4096,6,9,4,6,1016,262144,1.0
64224,56,320,53712,135,4096,6,9,4,6,792120,262144,1.0
72512,56,320,5912,1716,4096,6,9,4,6,1296,262144,1.0
56296,56,320,8308,231,4096,6,9,5,6,1272,262144,1.0
6832,28,1344,6752,80,0,6,9,3,6,1032,262144,1.0
0,0,33088,0,0,903904,0,10,8,5,828,1048576,0.0
4512,28,320,27888,1862,4096,6,9,4,6,1048,262144,1.0
73208,56,320,17472,165,4096,6,9,4,6,139296,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
5920,28,320,762736,216,4096,6,9,4,6,107160,262144,1.0
6784,28,1344,6688,82,0,6,9,3,6,1032,262144,1.0
5088,28,320,44528,157,4096,6,9,4,6,333592,262144,1.0
4400,28,320,14528,255,4096,6,9,4,6,1312,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,4096,1048576,0.0
4448,28,33088,0,0,4096,6,9,4,6,61936,262144,1.0
47780,56,320,19592,76,4096,6,9,4,6,1344,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
119472,28,33088,0,0,118784,0,10,5,5,1064,1048576,0.0
0,0,0,0,0,17588,0,6,5,4,0,1048576,0.0
45344,28,448,64896,84,45056,500,10,5,4,1088,1048576,1.0
7712,28,1344,7632,80,0,6,9,3,6,1040,262144,1.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
1516244,56,320,734948,79,4096,6,9,4,6,1088,262144,1.0
4544,28,32768,0,0,4096,5,7,3,5,49152,262144,0.0
4352,28,33088,0,0,4096,6,9,4,6,1896,262144,1.0
14076,56,320,12504,189,4096,6,9,5,6,928,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,0,2,6,1,1536,1048576,0.0
49632,28,0,0,0,49152,0,6,4,4,1992,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1304,262144,1.0
516288,56,320,503864,1561,4096,6,9,4,6,34896,262144,1.0
5280,28,320,68336,107,4096,6,9,4,6,73808,262144,1.0
45240,56,320,4580,1050,4096,6,9,4,6,14040,262144,1.0
4736,28,320,60384,165,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,0,0,2,8,4,5120,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
7600,28,1344,7520,79,0,6,9,3,6,1032,262144,1.0
42536,56,320,5124,1031,4096,6,9,4,6,1040,262144,1.0
5072,28,320,271888,136,4096,6,9,4,6,165328,262144,1.0
4736,28,320,86528,1703,4096,6,9,4,6,77640,262144,1.0
66544,28,320,0,0,65536,0,8,6,4,98704,1048576,0.0
185792,28,0,0,0,184320,0,8,5,4,53984,1048576,0.0
6960,28,1344,6864,82,0,6,9,3,6,1032,262144,1.0
4448,28,320,55952,163,4096,6,9,4,6,1120,262144,1.0
4384,28,320,158240,162,4096,6,9,4,6,1016,262144,1.0
7968,28,1344,7872,82,0,6,9,3,6,1048,262144,1.0
53248,28,320,0,0,49820,0,14,8,6,180948,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
7008,28,1344,6912,82,0,6,9,3,6,1032,262144,1.0
4544,28,320,24384,169,4096,6,9,4,6,89536,262144,1.0
4256,28,320,8016,78,4096,6,9,4,6,1064,262144,1.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
